region,post_datetime,neighborhood,post_title_text,post_price,post_link,id
new_jersey,2020-04-18 09:34:00,Upper East Side,.... Private Room - Lux Blng - Renovated - Roosevelt Island -,1300,https://newyork.craigslist.org/mnh/roo/d/new-york-private-room-lux-blng/7110063676.html,https://newyork.craigslist.org/mnh/roo/d/new-york-private-room-lux-blng/7110063676.html_2020_04_18
new_jersey,2020-04-18 09:33:00,Fordham University Belmont Little Italy,"MASSIVE room, internet and utilities included, dishwasher, yard :)",1000,https://newyork.craigslist.org/brx/roo/d/bronx-massive-room-internet-and/7110063323.html,https://newyork.craigslist.org/brx/roo/d/bronx-massive-room-internet-and/7110063323.html_2020_04_18
new_jersey,2020-04-18 09:17:00,Brooklyn,MAY 15TH MOVE IN - SUBLET IN BRAND NEW APT 2 BATHROOMS - BED STUY,1000,https://newyork.craigslist.org/brk/roo/d/brooklyn-may-15th-move-in-sublet-in/7110057108.html,https://newyork.craigslist.org/brk/roo/d/brooklyn-may-15th-move-in-sublet-in/7110057108.html_2020_04_18
new_jersey,2020-04-18 09:13:00,Inwood / Wash Hts,*** Absolute Privacy in Manhattan Apt Share ***,1277,https://newyork.craigslist.org/mnh/roo/d/new-york-city-absolute-privacy-in/7110054311.html,https://newyork.craigslist.org/mnh/roo/d/new-york-city-absolute-privacy-in/7110054311.html_2020_04_18
new_jersey,2020-04-18 09:07:00,East Village,"Queen Bedroom, 185 sq ft, Available in 3Bd/2Bath, 1,250 sq ft!",1650,https://newyork.craigslist.org/mnh/roo/d/new-york-queen-bedroom-185-sq-ft/7110050827.html,https://newyork.craigslist.org/mnh/roo/d/new-york-queen-bedroom-185-sq-ft/7110050827.html_2020_04_18
new_jersey,2020-04-18 09:03:00,Lower East Side,FEMALE Sought..Queen bed ok....2 Rooms Available,1099,https://newyork.craigslist.org/mnh/roo/d/new-york-female-soughtqueen-bed-ok2/7110052534.html,https://newyork.craigslist.org/mnh/roo/d/new-york-female-soughtqueen-bed-ok2/7110052534.html_2020_04_18
new_jersey,2020-04-18 08:32:00,Bedstuy,"Big furnished room, zero coronavirus",1000,https://newyork.craigslist.org/brk/roo/d/brooklyn-big-furnished-room-zero/7110043834.html,https://newyork.craigslist.org/brk/roo/d/brooklyn-big-furnished-room-zero/7110043834.html_2020_04_18
new_jersey,2020-04-18 08:32:00,Bedstuy,"Large bedroom for rent, corona-friendly rate",1000,https://newyork.craigslist.org/brk/roo/d/brooklyn-large-bedroom-for-rent-corona/7110043684.html,https://newyork.craigslist.org/brk/roo/d/brooklyn-large-bedroom-for-rent-corona/7110043684.html_2020_04_18
new_jersey,2020-04-18 08:00:00,Bushwick,Sunny bedroom in amazing Bushwick location available 5/1 (or earlier),1067,https://newyork.craigslist.org/brk/roo/d/brooklyn-sunny-bedroom-in-amazing/7110036455.html,https://newyork.craigslist.org/brk/roo/d/brooklyn-sunny-bedroom-in-amazing/7110036455.html_2020_04_18
new_jersey,2020-04-18 07:49:00,East elmhurst,cuarto amplio para 1 o 2 personas,1000,https://newyork.craigslist.org/que/roo/d/cuarto-amplio-para-1-2-personas/7108054708.html,https://newyork.craigslist.org/que/roo/d/cuarto-amplio-para-1-2-personas/7108054708.html_2020_04_18
